ID,ppl
223,6503.44
223,6503.44
224,367.18
224,367.18
225,439.60
225,439.60
226,91.12
226,91.12
227,128.02
227,128.02
228,178.41
228,178.41
229,110.50
229,110.50
230,159.01
230,159.01
231,117.15
231,117.15
232,112.56
232,112.56
233,19.69
233,19.69
234,65.88
234,65.88
235,198.65
235,198.65
236,8.29
236,8.29
237,119.96
237,119.96
238,79.79
238,79.79
239,58.52
239,58.52
240,330.17
240,330.17
241,723.00
241,723.00
242,29.97
242,29.97
243,519.46
243,519.46
244,473.18
244,473.18
245,206.36
245,206.36
246,753.70
246,753.70
247,593.16
247,593.16
248,63.87
248,63.87
249,17.72
249,17.72
250,657.89
250,657.89
251,812.43
251,812.43
252,820.85
252,820.85
253,38.93
253,38.93
254,752.88
254,752.88
255,3364.76
255,3364.76
256,94.51
256,94.51
257,701.87
257,701.87
258,267.82
258,267.82
259,282.71
259,282.71
260,99.63
260,99.63
261,77.54
261,77.54
262,254.59
262,254.59
263,268.15
263,268.15
264,108.25
264,108.25
265,230.73
265,230.73
266,296.12
266,296.12
267,131.01
267,131.01
268,92.74
268,92.74
269,88.26
269,88.26
270,506.21
270,506.21
271,631.61
271,631.61
272,293.60
272,293.60
273,892.59
273,892.59
274,272.89
274,272.89
275,85.06
275,85.06
276,263.25
276,263.25
277,30.90
277,30.90
278,140.63
278,140.63
279,161.37
279,161.37
280,262.05
280,262.05
281,346.57
281,346.57
282,545.64
282,545.64
283,4.85
283,4.85
284,411.79
284,411.79
285,75.46
285,75.46
286,805.17
286,805.17
287,30.08
287,30.08
288,111.56
288,111.56
289,236.25
289,236.25
290,511.11
290,511.11
291,199.42
291,199.42
292,125.55
292,125.55
293,504.44
293,504.44
294,323.53
294,323.53
295,216.77
295,216.77
296,923.45
296,923.45
297,404.59
297,404.59
298,125.59
298,125.59
299,263.71
299,263.71
300,56.03
300,56.03
301,219.29
301,219.29
302,68.13
302,68.13
303,234.39
303,234.39
304,102.24
304,102.24
305,50.17
305,50.17
306,30.68
306,30.68
307,104.48
307,104.48
308,118.79
308,118.79
309,66.41
309,66.41
310,803.30
310,803.30
311,623.73
311,623.73
312,77.97
312,77.97
313,52.19
313,52.19
314,445.29
314,445.29
315,77.55
315,77.55
316,406.79
316,406.79
317,214.40
317,214.40
318,20.16
318,20.16
319,22.76
319,22.76
320,235.59
320,235.59
321,266.81
321,266.81
322,218.01
322,218.01
323,107.25
323,107.25
324,503.53
324,503.53
325,137.09
325,137.09
326,206.90
326,206.90
327,187.59
327,187.59
328,135.34
328,135.34
329,446.63
329,446.63
330,131.80
330,131.80
331,228.49
331,228.49
332,365.90
332,365.90
333,158.98
333,158.98
334,286.39
334,286.39
335,570.17
335,570.17
336,325.73
336,325.73
337,139.29
337,139.29
338,774.10
338,774.10
339,527.64
339,527.64
340,88.77
340,88.77
341,703.99
341,703.99
342,218.14
342,218.14
343,234.06
343,234.06
344,228.27
344,228.27
345,76.19
345,76.19
346,241.55
346,241.55
347,122.77
347,122.77
348,651.46
348,651.46
349,38.93
349,38.93
350,365.44
350,365.44
351,3171.60
351,3171.60
352,55.43
352,55.43
353,242.20
353,242.20
354,431.71
354,431.71
355,75.24
355,75.24
356,46.02
356,46.02
357,262.52
357,262.52
358,66.07
358,66.07
359,362.89
359,362.89
360,243.98
360,243.98
361,45.60
361,45.60
362,220.05
362,220.05
363,142.96
363,142.96
364,54.53
364,54.53
365,233.35
365,233.35
366,635.42
366,635.42
367,32.05
367,32.05
368,558.19
368,558.19
369,50.91
369,50.91
370,180.75
370,180.75
371,152.68
371,152.68
372,398.42
372,398.42
373,150.92
373,150.92
374,70.47
374,70.47
375,339.20
375,339.20
376,721.11
376,721.11
377,1831.12
377,1831.12
378,34.18
378,34.18
379,439.27
379,439.27
380,1116.45
380,1116.45
381,347.53
381,347.53
382,35.69
382,35.69
383,4913.67
383,4913.67
384,253.92
384,253.92
385,71.12
385,71.12
386,123.95
386,123.95
387,177.14
387,177.14
388,29.30
388,29.30
389,438.13
389,438.13
390,533.57
390,533.57
391,174.06
391,174.06
392,147.48
392,147.48
393,118.22
393,118.22
394,108.11
394,108.11
395,137.42
395,137.42
396,200.82
396,200.82
397,1218.20
397,1218.20
398,57.75
398,57.75
399,32.65
399,32.65
400,360.05
400,360.05
401,153.49
401,153.49
402,433.97
402,433.97
403,967.24
403,967.24
404,273.38
404,273.38
405,44.22
405,44.22
406,50.90
406,50.90
407,130.83
407,130.83
408,93.78
408,93.78
409,46.11
409,46.11
410,41.91
410,41.91
411,9.21
411,9.21
412,30.53
412,30.53
413,144.45
413,144.45
414,474.13
414,474.13
415,877.66
415,877.66
416,175.20
416,175.20
417,320.25
417,320.25
418,149.98
418,149.98
419,387.17
419,387.17
420,422.93
420,422.93
421,175.24
421,175.24
422,30.93
422,30.93
423,91.12
423,91.12
424,61.13
424,61.13
425,182.45
425,182.45
426,117.88
426,117.88
427,420.84
427,420.84
428,498.42
428,498.42
429,468.06
429,468.06
430,72.18
430,72.18
431,344.61
431,344.61
432,214.89
432,214.89
433,58.17
433,58.17
434,354.27
434,354.27
435,257.24
435,257.24
436,242.20
436,242.20
437,639.72
437,639.72
438,95.93
438,95.93
439,96.75
439,96.75
440,295.05
440,295.05
441,193.22
441,193.22
442,40.52
442,40.52
443,131.18
443,131.18
444,891.96
444,891.96
445,336.09
445,336.09
446,775.84
446,775.84
447,842.33
447,842.33
448,206.28
448,206.28
449,190.02
449,190.02
450,356.20
450,356.20
451,193.58
451,193.58
452,333.75
452,333.75
453,243.69
453,243.69
454,84.03
454,84.03
455,74.05
455,74.05
456,84.93
456,84.93
457,205.55
457,205.55
458,182.04
458,182.04
459,171.87
459,171.87
460,363.34
460,363.34
461,82.32
461,82.32
462,32.02
462,32.02
463,117.62
463,117.62
464,294.93
464,294.93
465,48.88
465,48.88
466,94.99
466,94.99
467,2616.64
467,2616.64
468,101.15
468,101.15
469,119.49
469,119.49
470,99.93
470,99.93
471,54.15
471,54.15
472,170.57
472,170.57
473,979.87
473,979.87
474,716.27
474,716.27
475,31.38
475,31.38
476,139.15
476,139.15
477,46.65
477,46.65
478,59.52
478,59.52
479,331.22
479,331.22
480,118.32
480,118.32
481,19.60
481,19.60
482,267.82
482,267.82
483,220.77
483,220.77
484,54.24
484,54.24
485,285.98
485,285.98
486,269.73
486,269.73
487,43.92
487,43.92
488,204.30
488,204.30
489,332.42
489,332.42
490,132.35
490,132.35
491,137.48
491,137.48
492,587.33
492,587.33
493,176.18
493,176.18
494,125.69
494,125.69
495,133.12
495,133.12
496,224.22
496,224.22
497,104.41
497,104.41
498,748.76
498,748.76
499,406.46
499,406.46
500,209.93
500,209.93
501,227.81
501,227.81
502,124.42
502,124.42
503,792.56
503,792.56
504,215.98
504,215.98
505,283.99
505,283.99
506,25.41
506,25.41
507,73.18
507,73.18
508,585.39
508,585.39
509,144.81
509,144.81
510,1115.38
510,1115.38
511,7.38
511,7.38
512,115.00
512,115.00
513,467.59
513,467.59
514,263.66
514,263.66
515,147.85
515,147.85
516,220.11
516,220.11
517,372.12
517,372.12
518,638.56
518,638.56
519,122.01
519,122.01
520,293.92
520,293.92
521,223.03
521,223.03
522,91.00
522,91.00
523,581.47
523,581.47
524,73.32
524,73.32
525,12.87
525,12.87
526,161.39
526,161.39
527,964.02
527,964.02
528,422.90
528,422.90
529,577.23
529,577.23
530,75.49
530,75.49
531,116.40
531,116.40
532,272.69
532,272.69
533,394.48
533,394.48
534,259.31
534,259.31
535,368.50
535,368.50
536,143.96
536,143.96
537,95.33
537,95.33
538,165.80
538,165.80
539,173.43
539,173.43
540,135.13
540,135.13
541,558.78
541,558.78
542,40.06
542,40.06
543,2165.88
543,2165.88
544,215.64
544,215.64
545,22.44
545,22.44
546,263.68
546,263.68
547,933.22
547,933.22
548,20.15
548,20.15
549,674.57
549,674.57
550,377.63
550,377.63
551,183.67
551,183.67
552,238.72
552,238.72
553,325.08
553,325.08
554,333.84
554,333.84
555,78.51
555,78.51
556,95.95
556,95.95
557,196.85
557,196.85
558,271.73
558,271.73
559,741.69
559,741.69
560,281.58
560,281.58
561,49.70
561,49.70
562,674.64
562,674.64
563,52.52
563,52.52
564,203.70
564,203.70
565,229.38
565,229.38
566,252.02
566,252.02
567,44.07
567,44.07
568,453.98
568,453.98
569,163.63
569,163.63
570,558.38
570,558.38
571,179.54
571,179.54
572,150.75
572,150.75
573,32.31
573,32.31
574,1774.74
574,1774.74
575,2090.68
575,2090.68
576,212.03
576,212.03
577,159.84
577,159.84
578,225.22
578,225.22
579,238.83
579,238.83
580,154.15
580,154.15
581,132.31
581,132.31
582,151.09
582,151.09
583,140.65
583,140.65
584,430.38
584,430.38
585,183.13
585,183.13
586,18.34
586,18.34
587,273.49
587,273.49
588,541.31
588,541.31
589,168.91
589,168.91
590,324.86
590,324.86
591,20.17
591,20.17
592,61.91
592,61.91
593,88.28
593,88.28
594,81.99
594,81.99
595,70.03
595,70.03
596,91.69
596,91.69
597,75.75
597,75.75
598,102.29
598,102.29
599,354.37
599,354.37
600,112.77
600,112.77
601,150.96
601,150.96
602,86.66
602,86.66
603,73.13
603,73.13
604,256.92
604,256.92
605,513.28
605,513.28
606,36.12
606,36.12
607,38.81
607,38.81
608,122.31
608,122.31
609,389.68
609,389.68
610,352.79
610,352.79
611,79.02
611,79.02
612,136.04
612,136.04
613,103.65
613,103.65
614,47.65
614,47.65
615,115.96
615,115.96
616,661.61
616,661.61
617,214.58
617,214.58
618,237.93
618,237.93
619,155.87
619,155.87
620,173.89
620,173.89
621,404.95
621,404.95
622,397.08
622,397.08
623,67.12
623,67.12
624,26.03
624,26.03
625,549.98
625,549.98
626,329.93
626,329.93
627,30.73
627,30.73
628,444.06
628,444.06
629,129.32
629,129.32
630,78.83
630,78.83
631,83.78
631,83.78
632,124.48
632,124.48
633,465.83
633,465.83
634,63.81
634,63.81
635,157.95
635,157.95
636,265.49
636,265.49
637,66.85
637,66.85
638,68.10
638,68.10
639,363.16
639,363.16
640,551.86
640,551.86
641,113.21
641,113.21
642,116.49
642,116.49
643,188.99
643,188.99
644,166.27
644,166.27
645,364.86
645,364.86
646,316.32
646,316.32
647,37.37
647,37.37
648,341.41
648,341.41
649,159.08
649,159.08
650,239.23
650,239.23
651,112.87
651,112.87
652,351.49
652,351.49
653,106.78
653,106.78
654,383.98
654,383.98
655,1350.20
655,1350.20
656,119.22
656,119.22
657,245.83
657,245.83
658,55.49
658,55.49
659,145.39
659,145.39
660,182.52
660,182.52
661,107.73
661,107.73
662,286.29
662,286.29
663,571.36
663,571.36
664,148.76
664,148.76
665,265.69
665,265.69
666,624.59
666,624.59
667,153.96
667,153.96
668,82.51
668,82.51
669,141.84
669,141.84
670,621.12
670,621.12
671,3.57
671,3.57
672,196.78
672,196.78
673,116.86
673,116.86
674,67.70
674,67.70
675,448.29
675,448.29
676,57.39
676,57.39
677,104.82
677,104.82
678,325.39
678,325.39
679,388.80
679,388.80
680,188.85
680,188.85
681,215.04
681,215.04
682,22.36
682,22.36
683,276.22
683,276.22
684,107.88
684,107.88
685,37.17
685,37.17
686,418.40
686,418.40
687,53.68
687,53.68
688,215.32
688,215.32
689,170.78
689,170.78
690,663.26
690,663.26
691,120.37
691,120.37
692,67.62
692,67.62
693,21.62
693,21.62
694,253.85
694,253.85
695,95.52
695,95.52
696,879.59
696,879.59
697,367.21
697,367.21
698,100.26
698,100.26
699,48.32
699,48.32
700,85.57
700,85.57
701,30.27
701,30.27
702,366.50
702,366.50
703,671.60
703,671.60
704,191.72
704,191.72
705,204.27
705,204.27
706,269.94
706,269.94
707,311.39
707,311.39
708,114.78
708,114.78
709,872.13
709,872.13
710,398.13
710,398.13
711,172.51
711,172.51
712,268.20
712,268.20
713,694.36
713,694.36
714,54.79
714,54.79
715,103.38
715,103.38
716,42.18
716,42.18
717,551.74
717,551.74
718,173.12
718,173.12
719,217.83
719,217.83
720,194.69
720,194.69
721,87.58
721,87.58
722,210.68
722,210.68
723,942.42
723,942.42
724,126.19
724,126.19
725,1030.31
725,1030.31
726,81.56
726,81.56
727,525.13
727,525.13
728,172.42
728,172.42
729,212.50
729,212.50
730,125.87
730,125.87
731,159.83
731,159.83
732,47.38
732,47.38
733,364.86
733,364.86
734,287.11
734,287.11
735,343.38
735,343.38
736,378.91
736,378.91
737,339.29
737,339.29
738,144.29
738,144.29
739,55.78
739,55.78
740,184.89
740,184.89
741,46.71
741,46.71
742,407.05
742,407.05
743,74.36
743,74.36
744,153.01
744,153.01
745,121.53
745,121.53
746,335.27
746,335.27
747,86.68
747,86.68
748,458.77
748,458.77
749,78.21
749,78.21
750,290.98
750,290.98
751,184.83
751,184.83
752,176.25
752,176.25
753,1122.38
753,1122.38
754,192.07
754,192.07
755,311.79
755,311.79
756,201.95
756,201.95
757,99.31
757,99.31
758,58.48
758,58.48
759,39.20
759,39.20
760,193.06
760,193.06
761,149.90
761,149.90
762,122.69
762,122.69
763,234.58
763,234.58
764,56.84
764,56.84
765,818.20
765,818.20
766,79.36
766,79.36
767,3.57
767,3.57
768,130.26
768,130.26
769,301.73
769,301.73
770,556.83
770,556.83
771,143.19
771,143.19
772,48.49
772,48.49
773,377.08
773,377.08
774,104.65
774,104.65
775,580.44
775,580.44
776,85.37
776,85.37
777,298.17
777,298.17
778,60.79
778,60.79
779,73.71
779,73.71
780,146.08
780,146.08
781,62.68
781,62.68
782,80.49
782,80.49
783,1763.45
783,1763.45
784,63.66
784,63.66
785,28.00
785,28.00
786,132.74
786,132.74
787,45.39
787,45.39
788,825.52
788,825.52
789,127.96
789,127.96
790,85.08
790,85.08
791,460.37
791,460.37
792,438.85
792,438.85
793,360.71
793,360.71
794,291.05
794,291.05
795,318.17
795,318.17
796,718.10
796,718.10
797,4954.86
797,4954.86
798,55.87
798,55.87
799,366.56
799,366.56
800,64.98
800,64.98
801,54.73
801,54.73
802,199.79
802,199.79
803,329.45
803,329.45
804,102.44
804,102.44
805,262.67
805,262.67
806,83.56
806,83.56
807,226.26
807,226.26
808,90.69
808,90.69
809,255.55
809,255.55
810,92.72
810,92.72
811,72.99
811,72.99
812,1066.04
812,1066.04
813,345.60
813,345.60
814,171.08
814,171.08
815,527.39
815,527.39
816,71.44
816,71.44
817,273.02
817,273.02
818,66.93
818,66.93
819,23.17
819,23.17
820,137.73
820,137.73
821,179.17
821,179.17
822,278.28
822,278.28
823,64.27
823,64.27
824,89.13
824,89.13
825,605.41
825,605.41
826,670.58
826,670.58
827,602.26
827,602.26
828,34.39
828,34.39
829,99.21
829,99.21
830,324.34
830,324.34
831,15.98
831,15.98
832,177.91
832,177.91
833,436.17
833,436.17
834,535.13
834,535.13
835,399.07
835,399.07
836,101.00
836,101.00
837,188.61
837,188.61
838,300.00
838,300.00
839,77.25
839,77.25
840,332.95
840,332.95
841,269.22
841,269.22
842,539.21
842,539.21
843,51.30
843,51.30
844,195.82
844,195.82
845,592.93
845,592.93
846,7.37
846,7.37
847,144.35
847,144.35
848,208.44
848,208.44
849,37.32
849,37.32
850,428.44
850,428.44
851,48.85
851,48.85
852,50.35
852,50.35
853,364.48
853,364.48
854,333.10
854,333.10
855,141.09
855,141.09
856,51.77
856,51.77
857,184.89
857,184.89
858,1857.36
858,1857.36
859,74.23
859,74.23
860,43.42
860,43.42
861,1308.18
861,1308.18
862,51.12
862,51.12
863,1769.74
863,1769.74
864,20.24
864,20.24
865,55.89
865,55.89
866,128.45
866,128.45
867,199.07
867,199.07
868,245.67
868,245.67
869,53.05
869,53.05
870,315.58
870,315.58
871,24.00
871,24.00
872,105.93
872,105.93
873,11.79
873,11.79
874,509.47
874,509.47
875,140.84
875,140.84
876,242.75
876,242.75
877,236.83
877,236.83
878,288.21
878,288.21
879,76.33
879,76.33
880,6.47
880,6.47
881,70.54
881,70.54
882,29.84
882,29.84
883,313.70
883,313.70
884,721.39
884,721.39
885,96.79
885,96.79
886,888.62
886,888.62
887,820.51
887,820.51
888,845.16
888,845.16
889,164.68
889,164.68
890,788.84
890,788.84
891,313.53
891,313.53
892,555.88
892,555.88
893,2938.35
893,2938.35
894,2.75
894,2.75
895,1921.18
895,1921.18
896,156.85
896,156.85
897,147.44
897,147.44
898,86.74
898,86.74
899,51.44
899,51.44
900,143.04
900,143.04
901,70.92
901,70.92
902,266.11
902,266.11
903,30.84
903,30.84
904,139.93
904,139.93
905,119.89
905,119.89
906,135.82
906,135.82
907,251.52
907,251.52
908,380.01
908,380.01
909,194.78
909,194.78
910,64.55
910,64.55
911,57.03
911,57.03
912,204.60
912,204.60
913,153.81
913,153.81
914,481.95
914,481.95
915,49.06
915,49.06
916,676.05
916,676.05
917,110.99
917,110.99
918,302.74
918,302.74
919,89.49
919,89.49
920,53.69
920,53.69
921,253.38
921,253.38
922,208.31
922,208.31
923,144.36
923,144.36
924,220.26
924,220.26
925,250.89
925,250.89
926,94.18
926,94.18
927,1084.88
927,1084.88
928,336.16
928,336.16
929,106.94
929,106.94
930,113.93
930,113.93
931,95.31
931,95.31
932,358.57
932,358.57
933,354.00
933,354.00
934,39.27
934,39.27
935,37.67
935,37.67
936,149.90
936,149.90
937,102.00
937,102.00
938,234.11
938,234.11
939,228.40
939,228.40
940,120.50
940,120.50
941,202.75
941,202.75
942,57.77
942,57.77
943,330.17
943,330.17
944,191.02
944,191.02
945,973.73
945,973.73
946,106.01
946,106.01
947,299.52
947,299.52
948,248.76
948,248.76
949,53.00
949,53.00
950,301.12
950,301.12
951,92.45
951,92.45
952,101.57
952,101.57
953,531.43
953,531.43
954,316.86
954,316.86
955,57.14
955,57.14
956,883.71
956,883.71
957,610.55
957,610.55
958,37.48
958,37.48
959,1049.46
959,1049.46
960,176.17
960,176.17
961,312.27
961,312.27
962,142.10
962,142.10
963,44.19
963,44.19
964,496.07
964,496.07
965,340.51
965,340.51
966,297.54
966,297.54
967,387.85
967,387.85
968,195.68
968,195.68
969,246.93
969,246.93
970,52.91
970,52.91
971,39.73
971,39.73
972,128.88
972,128.88
973,72.61
973,72.61
974,343.72
974,343.72
975,77.28
975,77.28
976,229.13
976,229.13
977,110.72
977,110.72
978,30.01
978,30.01
979,285.57
979,285.57
980,133.61
980,133.61
981,106.67
981,106.67
982,134.06
982,134.06
983,94.90
983,94.90
984,60.57
984,60.57
985,140.81
985,140.81
986,102.58
986,102.58
987,263.47
987,263.47
988,770.34
988,770.34
989,265.98
989,265.98
990,1559.06
990,1559.06
991,227.24
991,227.24
992,206.25
992,206.25
993,91.69
993,91.69
994,213.58
994,213.58
995,487.23
995,487.23
996,141.96
996,141.96
997,156.91
997,156.91
998,99.78
998,99.78
999,47.83
999,47.83
1000,106.26
1000,106.26
1001,170.15
1001,170.15
1002,189.20
1002,189.20
1003,244.93
1003,244.93
1004,347.09
1004,347.09
1005,931.18
1005,931.18
1006,68.29
1006,68.29
1007,171.65
1007,171.65
1008,62.91
1008,62.91
1009,349.50
1009,349.50
1010,148.71
1010,148.71
1011,193.70
1011,193.70
1012,415.50
1012,415.50
1013,796.23
1013,796.23
1014,87.84
1014,87.84
1015,145.33
1015,145.33
1016,83.67
1016,83.67
1017,126.24
1017,126.24
1018,351.34
1018,351.34
1019,122.05
1019,122.05
1020,171.21
1020,171.21
1021,150.53
1021,150.53
1022,27.45
1022,27.45
1023,140.18
1023,140.18
1024,291.13
1024,291.13
1025,155.54
1025,155.54
1026,533.18
1026,533.18
1027,176.62
1027,176.62
1028,117.07
1028,117.07
1029,293.98
1029,293.98
1030,177.47
1030,177.47
1031,233.78
1031,233.78
1032,144.21
1032,144.21
1033,124.36
1033,124.36
1034,30.77
1034,30.77
1035,117.12
1035,117.12
1036,144.38
1036,144.38
1037,294.86
1037,294.86
1038,92.28
1038,92.28
1039,95.94
1039,95.94
1040,137.44
1040,137.44
1041,60.11
1041,60.11
1042,298.67
1042,298.67
1043,129.80
1043,129.80
1044,308.80
1044,308.80
1045,138.36
1045,138.36
1046,375.48
1046,375.48
1047,59.54
1047,59.54
1048,445.84
1048,445.84
1049,202.17
1049,202.17
1050,282.22
1050,282.22
1051,126.84
1051,126.84
1052,201.45
1052,201.45
1053,58.55
1053,58.55
1054,19.55
1054,19.55
1055,4424.98
1055,4424.98
1056,231.66
1056,231.66
1057,169.89
1057,169.89
1058,526.68
1058,526.68
1059,126.46
1059,126.46
1060,403.95
1060,403.95
1061,319.61
1061,319.61
1062,671.17
1062,671.17
1063,110.44
1063,110.44
1064,191.29
1064,191.29
1065,35.13
1065,35.13
1066,87.78
1066,87.78
1067,53.88
1067,53.88
1068,75.43
1068,75.43
1069,143.88
1069,143.88
1070,125.33
1070,125.33
1071,528.56
1071,528.56
1072,728.77
1072,728.77
1073,102.38
1073,102.38
1074,142.87
1074,142.87
1075,128.83
1075,128.83
1076,780.60
1076,780.60
1077,74.39
1077,74.39
1078,83.78
1078,83.78
1079,606.44
1079,606.44
1080,283.27
1080,283.27
1081,162.10
1081,162.10
1082,226.93
1082,226.93
1083,780.68
1083,780.68
1084,66.49
1084,66.49
1085,162.01
1085,162.01
1086,16049.62
1086,16049.62
1087,1261.04
1087,1261.04
1088,112.62
1088,112.62
1089,123.39
1089,123.39
1090,294.64
1090,294.64
1091,675.01
1091,675.01
1092,58.31
1092,58.31
1093,490.10
1093,490.10
1094,83.77
1094,83.77
1095,176.52
1095,176.52
1096,655.76
1096,655.76
1097,46.78
1097,46.78
1098,581.94
1098,581.94
1099,169.49
1099,169.49
1100,171.43
1100,171.43
1101,212.75
1101,212.75
1102,165.67
1102,165.67
1103,71.01
1103,71.01
1104,45.13
1104,45.13
1105,71.17
1105,71.17
1106,447.96
1106,447.96
1107,408.09
1107,408.09
1108,209.62
1108,209.62
1109,638.15
1109,638.15
1110,118.85
1110,118.85
1111,37.60
1111,37.60
1112,334.30
1112,334.30
1113,188.21
1113,188.21
1114,767.24
1114,767.24
1115,27.30
1115,27.30
1116,146.67
1116,146.67
1117,360.74
1117,360.74
1118,191.97
1118,191.97
1119,184.40
1119,184.40
1120,465.27
1120,465.27
1121,292.29
1121,292.29
1122,38.39
1122,38.39
1123,127.46
1123,127.46
1124,357.93
1124,357.93
1125,41.06
1125,41.06
1126,996.55
1126,996.55
1127,328.32
1127,328.32
1128,226.47
1128,226.47
1129,180.71
1129,180.71
1130,469.39
1130,469.39
1131,51.60
1131,51.60
1132,328.70
1132,328.70
1133,393.45
1133,393.45
1134,241.01
1134,241.01
1135,400.00
1135,400.00
1136,262.54
